2004-03-01;03;2004;13
2004-04-01;04;2004;170
2004-05-01;05;2004;183
2004-06-01;06;2004;186
2004-07-01;07;2004;229
2004-08-01;08;2004;193
2004-09-01;09;2004;166
2004-10-01;10;2004;201
2004-11-01;11;2004;177
2004-12-01;12;2004;158
2005-01-01;01;2005;180
2005-02-01;02;2005;139
2005-03-01;03;2005;159
2005-04-01;04;2005;112
2005-05-01;05;2005;144
2005-06-01;06;2005;134
2005-07-01;07;2005;113
2005-08-01;08;2005;147
2005-09-01;09;2005;138
2005-10-01;10;2005;128
2005-11-01;11;2005;116
2005-12-01;12;2005;99
2006-01-01;01;2006;140
2006-02-01;02;2006;125
2006-03-01;03;2006;154
2006-04-01;04;2006;99
2006-05-01;05;2006;132
2006-06-01;06;2006;99
2006-07-01;07;2006;88
2006-08-01;08;2006;176
2006-09-01;09;2006;138
2006-10-01;10;2006;140
2006-11-01;11;2006;133
2006-12-01;12;2006;140
2007-01-01;01;2007;169
2007-02-01;02;2007;171
2007-03-01;03;2007;164
2007-04-01;04;2007;143
2007-05-01;05;2007;147
2007-06-01;06;2007;105
2007-07-01;07;2007;114
2007-08-01;08;2007;196
2007-09-01;09;2007;218
2007-10-01;10;2007;147
2007-11-01;11;2007;93
2007-12-01;12;2007;116
2008-01-01;01;2008;125
2008-02-01;02;2008;158
2008-03-01;03;2008;134
2008-04-01;04;2008;145
2008-05-01;05;2008;119
2008-06-01;06;2008;103
2008-07-01;07;2008;180
2008-08-01;08;2008;137
2008-09-01;09;2008;169
2008-10-01;10;2008;135
2008-11-01;11;2008;155
2008-12-01;12;2008;153
2009-01-01;01;2009;149
2009-02-01;02;2009;173
2009-03-01;03;2009;162
2009-04-01;04;2009;144
2009-05-01;05;2009;144
2009-06-01;06;2009;119
2009-07-01;07;2009;128
2009-08-01;08;2009;145
2009-09-01;09;2009;153
2009-10-01;10;2009;166
2009-11-01;11;2009;146
2009-12-01;12;2009;182
2010-01-01;01;2010;146
2010-02-01;02;2010;142
2010-03-01;03;2010;155
2010-04-01;04;2010;160
2010-05-01;05;2010;171
2010-06-01;06;2010;193
2010-07-01;07;2010;152
2010-08-01;08;2010;120
2010-09-01;09;2010;148
2010-10-01;10;2010;159
2010-11-01;11;2010;185
2010-12-01;12;2010;211
2011-01-01;01;2011;206
2011-02-01;02;2011;160
2011-03-01;03;2011;137
2011-04-01;04;2011;188
2011-05-01;05;2011;224
2011-06-01;06;2011;149
2011-07-01;07;2011;134
2011-08-01;08;2011;142
2011-09-01;09;2011;133
2011-10-01;10;2011;138
2011-11-01;11;2011;197
2011-12-01;12;2011;229
2012-01-01;01;2012;205
2012-02-01;02;2012;163
2012-03-01;03;2012;171
2012-04-01;04;2012;189
2012-05-01;05;2012;155
2012-06-01;06;2012;136
2012-07-01;07;2012;125
2012-08-01;08;2012;143
2012-09-01;09;2012;147
2012-10-01;10;2012;178
2012-11-01;11;2012;327
2012-12-01;12;2012;209
2013-01-01;01;2013;150
2013-02-01;02;2013;194
2013-03-01;03;2013;173
2013-04-01;04;2013;182
2013-05-01;05;2013;198
2013-06-01;06;2013;198
2013-07-01;07;2013;122
2013-08-01;08;2013;124
2013-09-01;09;2013;155
2013-10-01;10;2013;139
2013-11-01;11;2013;108
2013-12-01;12;2013;119
2014-01-01;01;2014;138
2014-02-01;02;2014;176
2014-03-01;03;2014;189
2014-04-01;04;2014;145
2014-05-01;05;2014;160
2014-06-01;06;2014;162
2014-07-01;07;2014;144
2014-08-01;08;2014;176
2014-09-01;09;2014;147
2014-10-01;10;2014;146
2014-11-01;11;2014;159
2014-12-01;12;2014;145
2015-01-01;01;2015;160
2015-02-01;02;2015;130
2015-03-01;03;2015;199
2015-04-01;04;2015;178
2015-05-01;05;2015;180
2015-06-01;06;2015;152
2015-07-01;07;2015;195
2015-08-01;08;2015;252
2015-09-01;09;2015;137
2015-10-01;10;2015;201
2015-11-01;11;2015;137
2015-12-01;12;2015;146
2016-01-01;01;2016;191
2016-02-01;02;2016;149
2016-03-01;03;2016;216
2016-04-01;04;2016;168
2016-05-01;05;2016;163
2016-06-01;06;2016;150
2016-07-01;07;2016;161
2016-08-01;08;2016;205
2016-09-01;09;2016;189
2016-10-01;10;2016;179
2016-11-01;11;2016;113
2016-12-01;12;2016;121
2017-01-01;01;2017;148
2017-02-01;02;2017;135
2017-03-01;03;2017;141
2017-04-01;04;2017;154
2017-05-01;05;2017;180
2017-06-01;06;2017;119
2017-07-01;07;2017;194
2017-08-01;08;2017;113
2017-09-01;09;2017;141
2017-10-01;10;2017;147
2017-11-01;11;2017;157
2017-12-01;12;2017;125
2018-01-01;01;2018;155
2018-02-01;02;2018;142
2018-03-01;03;2018;129
2018-04-01;04;2018;124
2018-05-01;05;2018;165
2018-06-01;06;2018;140
2018-07-01;07;2018;152
2018-08-01;08;2018;114
2018-09-01;09;2018;164
2018-10-01;10;2018;162
2018-11-01;11;2018;144
2018-12-01;12;2018;134
2019-01-01;01;2019;132
2019-02-01;02;2019;121
2019-03-01;03;2019;156
2019-04-01;04;2019;186
month_code;month; year;number_of_suicide_news
